,id,ticker,title,link,topic,published_est,market,begin_price,end_price,index_begin_price,index_end_price,daily_return,index_return,daily_alpha,actual_action,predicted_action,confidence
10,12,ACIU,AC Immune to Present at the SVB Securities Global Biopharma Conference,https://www.globenewswire.com/news-release/2023/02/02/2600439/0/en/AC-Immune-to-Present-at-the-SVB-Securities-Global-Biopharma-Conference.html,Calendar of Events,2023-02-02 08:15:00,pre_market,2.4900000095,2.4500000477,410.799987793,414.8599853516,-0.0160642416,0.0098831492,-0.0259473908,short,short,
11,15,ACIU,AC Immune Reports Second Quarter 2023 Financial Results and Provides a Corporate Update,https://www.globenewswire.com/news-release/2023/08/04/2718852/0/en/AC-Immune-Reports-Second-Quarter-2023-Financial-Results-and-Provides-a-Corporate-Update.html,Clinical Study,2023-08-04 07:00:00,pre_market,2.8900001049,3.0899999142,448.8399963379,450.7200012207,0.0692040837,0.0041885859,0.0650154978,long,short,
12,16,ACIU,AC Immune to Present at the Jefferies 2023 CNS & Neuro Summit in October 2023,https://www.globenewswire.com/news-release/2023/10/05/2755226/0/en/AC-Immune-to-Present-at-the-Jefferies-2023-CNS-Neuro-Summit-in-October-2023.html,Calendar of Events,2023-10-05 07:00:00,pre_market,2.6199998856,2.6500000954,424.6600036621,424.3599853516,0.0114504623,-0.0007064906,0.0121569529,long,long,
13,17,ACIU,AC Immune’s Alzheimer’s Disease Vaccine-candidate ACI-35.030 Selected for Further Development,https://www.globenewswire.com/news-release/2022/11/30/2564787/0/en/AC-Immune-s-Alzheimer-s-Disease-Vaccine-candidate-ACI-35-030-Selected-for-Further-Development.html,Clinical Study,2022-11-30 07:00:00,pre_market,2.6199998856,2.8599998951,395.2300109863,395.4899902344,0.0916030611,0.0006577923,0.0909452688,long,long,
14,18,ACIU,"AC Immune Receives FDA Fast Track Designation for Anti-Amyloid-beta Active Immunotherapy, ACI-24.060, to Treat Alzheimer’s Disease",https://www.globenewswire.com/news-release/2023/06/27/2695157/0/en/AC-Immune-Receives-FDA-Fast-Track-Designation-for-Anti-Amyloid-beta-Active-Immunotherapy-ACI-24-060-to-Treat-Alzheimer-s-Disease.html,Clinical Study,2023-06-27 07:00:00,pre_market,1.9800000191,2.2100000381,431.4400024414,432.3500061035,0.1161616247,0.0021092241,0.1140524005,long,long,
15,29,ADAG,Adagene Achieves $3 Million Milestone in Collaboration with Exelixis for Successful Nomination of Second SAFEbody® Novel Masked Antibody-Drug Conjugate,https://www.globenewswire.com/news-release/2023/05/04/2661611/0/en/Adagene-Achieves-3-Million-Milestone-in-Collaboration-with-Exelixis-for-Successful-Nomination-of-Second-SAFEbody-Novel-Masked-Antibody-Drug-Conjugate.html,Product / Services Announcement,2023-05-04 09:00:00,pre_market,1.2999999523,1.2999999523,408.0199890137,406.9299926758,0.0,-0.0026714288,0.0026714288,long,long,
16,21,ACIU,"AC Immune to Report Full Year 2022 Financial Results and Provide Corporate Update on March 16, 2023",https://www.globenewswire.com/news-release/2023/03/08/2622870/0/en/AC-Immune-to-Report-Full-Year-2022-Financial-Results-and-Provide-Corporate-Update-on-March-16-2023.html,Calendar of Events,2023-03-08 07:00:00,pre_market,2.4200000763,2.4100000858,398.2699890137,398.3900146484,-0.0041322273,0.0003013675,-0.0044335948,short,short,
17,30,ADAG,Adagene Presents Data Demonstrating the Best-in-Class Therapeutic Index for Masked Anti-CTLA-4 SAFEbody® ADG126 at SITC 2023,https://www.globenewswire.com/news-release/2023/11/03/2773331/0/en/Adagene-Presents-Data-Demonstrating-the-Best-in-Class-Therapeutic-Index-for-Masked-Anti-CTLA-4-SAFEbody-ADG126-at-SITC-2023.html,Product / Services Announcement,2023-11-03 12:00:00,market_open,1.3300000429,1.3500000238,433.1400146484,434.6900024414,0.0150375792,0.0035784913,0.0114590878,long,long,
18,19,ACIU,AC Immune Reports Full Year 2022 Financial Results and Provides Corporate Update,https://www.globenewswire.com/news-release/2023/03/16/2628465/0/en/AC-Immune-Reports-Full-Year-2022-Financial-Results-and-Provides-Corporate-Update.html,Earnings Releases and Operating Results,2023-03-16 07:00:00,pre_market,2.2999999523,2.2999999523,389.2799987793,386.8200073242,0.0,-0.0063193369,0.0063193369,long,long,
19,34,ADAG,Adagene Announces Updates to its Board of Directors,https://www.globenewswire.com/news-release/2023/04/28/2657314/0/en/Adagene-Announces-Updates-to-its-Board-of-Directors.html,Directors and Officers,2023-04-28 07:00:00,pre_market,1.2899999619,1.2899999619,412.4100036621,411.4899902344,0.0,-0.0022308223,0.0022308223,long,long,
20,32,ADAG,天演药业将在第38届SITC年会上以海报形式公布其精准掩蔽型抗CTLA-4安全抗体SAFEbody® ADG126剂量优化试验结果,https://www.globenewswire.com/news-release/2023/10/12/2759195/0/zh-hans/%E5%A4%A9%E6%BC%94%E8%8D%AF%E4%B8%9A%E5%B0%86%E5%9C%A8%E7%AC%AC38%E5%B1%8ASITC%E5%B9%B4%E4%BC%9A%E4%B8%8A%E4%BB%A5%E6%B5%B7%E6%8A%A5%E5%BD%A2%E5%BC%8F%E5%85%AC%E5%B8%83%E5%85%B6%E7%B2%BE%E5%87%86%E6%8E%A9%E8%94%BD%E5%9E%8B%E6%8A%97CTLA-4%E5%AE%89%E5%85%A8%E6%8A%97%E4%BD%93SAFEbody-ADG126%E5%89%82%E9%87%8F%E4%BC%98%E5%8C%96%E8%AF%95%E9%AA%8C%E7%BB%93%E6%9E%9C.html,Calendar of Events,2023-10-12 08:00:00,pre_market,1.4900000095,1.5399999619,436.3200073242,436.950012207,0.0335570148,0.0014439056,0.0321131092,long,long,
21,33,ADAG,Adagene to Present at Investor and Scientific Conferences in September,https://www.globenewswire.com/news-release/2023/09/07/2739093/0/en/Adagene-to-Present-at-Investor-and-Scientific-Conferences-in-September.html,Conference Calls/ Webcasts,2023-09-07 06:00:00,pre_market,1.3550000191,1.2999999523,446.2200012207,443.1099853516,-0.0405904546,-0.0069696918,-0.0336207628,short,short,
22,31,ADAG,Adagene Announces Clinical Trial Collaboration to Evaluate Anti-CTLA-4 SAFEbody® ADG126 in Combination with Roche’s Standard-of-Care for First-Line Advanced Liver Cancer,https://www.globenewswire.com/news-release/2022/12/16/2575333/0/en/Adagene-Announces-Clinical-Trial-Collaboration-to-Evaluate-Anti-CTLA-4-SAFEbody-ADG126-in-Combination-with-Roche-s-Standard-of-Care-for-First-Line-Advanced-Liver-Cancer.html,Health,2022-12-16 06:30:00,pre_market,1.3200000525,1.3999999762,389.6300048828,385.1799926758,0.0606060004,-0.011421123,0.0720271234,long,long,
23,20,ACIU,AC Immune to Present Progress of Alzheimer’s Disease Programs targeting Abeta and Tau at the 15th CTAD Conference,https://www.globenewswire.com/news-release/2022/11/23/2561536/0/en/AC-Immune-to-Present-Progress-of-Alzheimer-s-Disease-Programs-targeting-Abeta-and-Tau-at-the-15th-CTAD-Conference.html,Clinical Study,2022-11-23 07:30:00,pre_market,2.7000000477,2.75,399.8999938965,399.549987793,0.0185185005,-0.0008752341,0.0193937346,long,short,
24,51,ADXN,Addex Announces Participation in the H.C. Wainwright 25th Annual Global Investment Conference,https://www.globenewswire.com/news-release/2023/09/06/2737990/0/en/Addex-Announces-Participation-in-the-H-C-Wainwright-25th-Annual-Global-Investment-Conference.html,European Regulatory News,2023-09-06 01:00:00,no_market,,,,,,,,,long,
25,22,ACIU,AC Immune to Present at the Jefferies 2023 London Healthcare Conference,https://www.globenewswire.com/news-release/2023/11/07/2774887/0/en/AC-Immune-to-Present-at-the-Jefferies-2023-London-Healthcare-Conference.html,Calendar of Events,2023-11-07 07:00:00,pre_market,2.6900000572,2.6649999619,435.6900024414,435.6900024414,-0.0092937156,0.0,-0.0092937156,short,short,
26,23,ACIU,AC Immune Progress Update on Phase 2 Active Immunotherapy Clinical Pipeline for Alzheimer's and Parkinson diseases,https://www.globenewswire.com/news-release/2024/01/03/2803284/0/en/AC-Immune-Progress-Update-on-Phase-2-Active-Immunotherapy-Clinical-Pipeline-for-Alzheimer-s-and-Parkinson-diseases.html,Clinical Study,2024-01-03 08:10:00,pre_market,4.6900000572,4.6500000954,472.6499938965,470.4299926758,-0.0085287764,-0.0046969243,-0.0038318522,short,short,
27,24,ACIU,AC Immune to Regain Global Rights to Crenezumab and Semorinemab,https://www.globenewswire.com/news-release/2024/01/22/2812913/0/en/AC-Immune-to-Regain-Global-Rights-to-Crenezumab-and-Semorinemab.html,Licensing Agreements,2024-01-22 07:00:00,pre_market,4.1500000954,4.1500000954,482.4299926758,484.0100097656,0.0,0.003275122,-0.003275122,short,short,
28,25,ACIU,AC Immune Announces Pricing of Underwritten Offering of Common Shares,https://www.globenewswire.com/news-release/2023/12/15/2797008/0/en/AC-Immune-Announces-Pricing-of-Underwritten-Offering-of-Common-Shares.html,Financing Agreements,2023-12-15 07:56:00,pre_market,3.7100000381,3.6500000954,472.0100097656,469.4899902344,-0.0161724911,-0.0053389112,-0.0108335799,short,short,
29,26,ACIU,"AC Immune Strengthens Management, Appoints Madiha Derouazi as CSO and Christopher Roberts as CFO",https://www.globenewswire.com/news-release/2023/12/01/2789221/0/en/AC-Immune-Strengthens-Management-Appoints-Madiha-Derouazi-as-CSO-and-Christopher-Roberts-as-CFO.html,Management Changes,2023-12-01 07:00:00,pre_market,3.3099999428,3.2799999714,456.3999938965,455.7699890137,-0.0090634356,-0.0013803788,-0.0076830568,short,short,
30,27,ACIU,AC Immune’s Targeted Anti-pTau Active Immunotherapy for Alzheimer’s Disease Advances into Phase 2b Trial,https://www.globenewswire.com/news-release/2023/12/15/2796982/0/en/AC-Immune-s-Targeted-Anti-pTau-Active-Immunotherapy-for-Alzheimer-s-Disease-Advances-into-Phase-2b-Trial.html,Financing Agreements,2023-12-15 07:22:00,pre_market,3.7100000381,3.6500000954,472.0100097656,469.4899902344,-0.0161724911,-0.0053389112,-0.0108335799,short,short,
31,37,ADAG,Adagene Announces Interim Data Demonstrating Safety and Confirmed Clinical Responses of Anti-CTLA-4 SAFEbody® ADG126 up to 10 mg/kg with Repeat Cycles in Combination with Anti-PD-1 Therapy from Dose Escalation Portion of Phase 1b/2 Trial,https://www.globenewswire.com/news-release/2023/01/09/2585049/0/en/Adagene-Announces-Interim-Data-Demonstrating-Safety-and-Confirmed-Clinical-Responses-of-Anti-CTLA-4-SAFEbody-ADG126-up-to-10-mg-kg-with-Repeat-Cycles-in-Combination-with-Anti-PD-1-.html,Clinical Study,2023-01-09 07:00:00,pre_market,1.6000000238,1.6399999857,388.0799865723,390.3699951172,0.0249999758,0.0059008674,0.0190991084,long,long,
32,38,ADAG,Adagene Reports Six Month Financial Results for 2023 and Provides Corporate Update,https://www.globenewswire.com/news-release/2023/08/31/2735151/0/en/Adagene-Reports-Six-Month-Financial-Results-for-2023-and-Provides-Corporate-Update.html,Earnings Releases and Operating Results,2023-08-31 07:32:00,pre_market,1.1799999475,1.1900000572,451.0100097656,451.6499938965,0.0084746696,0.0014190021,0.0070556675,long,long,
33,48,ADTX,"Aditxt, Inc. to Present at 8th Annual Dawson James Conference",https://www.globenewswire.com/news-release/2023/10/06/2756039/0/en/Aditxt-Inc-to-Present-at-8th-Annual-Dawson-James-Conference.html,Advisory,2023-10-06 08:00:00,pre_market,11.779999733,11.5,424.5,421.9700012207,-0.023769078,-0.00595995,-0.017809128,short,short,
34,41,ADPT,Adaptive Biotechnologies Highlights New Data at ASCO 2023 and EHA 2023 Underscoring the clonoSEQ® Assay’s Impact as a Standard for Minimal Residual Disease Assessment in Patients with Hematologic Cancer,https://www.globenewswire.com/news-release/2023/06/02/2681086/0/en/Adaptive-Biotechnologies-Highlights-New-Data-at-ASCO-2023-and-EHA-2023-Underscoring-the-clonoSEQ-Assay-s-Impact-as-a-Standard-for-Minimal-Residual-Disease-Assessment-in-Patients-wi.html,Clinical Study,2023-06-02 07:34:00,pre_market,7.0500001907,7.1599998474,421.8200073242,424.5,0.0156027878,0.0063534034,0.0092493843,long,long,
35,39,ADAG,Adagene To Present Interim Results of Masked anti-CTLA-4 SAFEbody® ADG126 (muzastotug) in Combination with Pembrolizumab in MSS CRC at ASCO-GI Symposium,https://www.globenewswire.com/news-release/2024/01/04/2803770/0/en/Adagene-To-Present-Interim-Results-of-Masked-anti-CTLA-4-SAFEbody-ADG126-muzastotug-in-Combination-with-Pembrolizumab-in-MSS-CRC-at-ASCO-GI-Symposium.html,Health,2024-01-04 05:00:00,pre_market,2.125,2.1800000668,468.7900085449,468.299987793,0.0258823844,-0.0010452884,0.0269276727,long,long,
36,42,ADPT,Adaptive Biotechnologies Announces FDA Acceptance of Genentech’s Investigational New Drug Application for the First Neoantigen-Directed T-Cell Therapy Product in Oncology,https://www.globenewswire.com/news-release/2023/05/09/2664318/0/en/Adaptive-Biotechnologies-Announces-FDA-Acceptance-of-Genentech-s-Investigational-New-Drug-Application-for-the-First-Neoantigen-Directed-T-Cell-Therapy-Product-in-Oncology.html,Health,2023-05-09 07:30:00,pre_market,6.5999999046,6.6500000954,412.7399902344,411.1300048828,0.0075757866,-0.0039007254,0.011476512,long,long,
37,43,ADPT,Adaptive Biotechnologies Announces New Translational Collaboration to Measure Minimal Residual Disease with clonoSEQ® Assay Across BeiGene’s Lymphoid Malignancy Pipeline,https://www.globenewswire.com/news-release/2023/11/07/2774988/0/en/Adaptive-Biotechnologies-Announces-New-Translational-Collaboration-to-Measure-Minimal-Residual-Disease-with-clonoSEQ-Assay-Across-BeiGene-s-Lymphoid-Malignancy-Pipeline.html,Clinical Study,2023-11-07 07:30:00,pre_market,4.8000001907,4.75,435.6900024414,435.6900024414,-0.010416706,0.0,-0.010416706,short,short,
38,44,ADPT,Adaptive Biotechnologies and Collaborators to Present More than 30 Abstracts Demonstrating the Actionability of clonoSEQ® MRD Testing in Blood Cancer Patient Care and Drug Development at the 65th ASH Annual Meeting,https://www.globenewswire.com/news-release/2023/12/05/2790810/0/en/Adaptive-Biotechnologies-and-Collaborators-to-Present-More-than-30-Abstracts-Demonstrating-the-Actionability-of-clonoSEQ-MRD-Testing-in-Blood-Cancer-Patient-Care-and-Drug-Developme.html,Clinical Study,2023-12-05 07:30:00,pre_market,4.7600002289,4.7399997711,456.6900024414,455.2600097656,-0.0042017766,-0.0031312108,-0.0010705658,short,long,
39,45,ADPT,Adaptive Announces Launch of Epic Integration for clonoSEQ®,https://www.globenewswire.com/news-release/2023/09/13/2742380/0/en/Adaptive-Announces-Launch-of-Epic-Integration-for-clonoSEQ.html,Product / Services Announcement,2023-09-13 07:30:00,pre_market,6.6700000763,6.6900000572,445.9899902344,446.2200012207,0.0029984979,0.0005157313,0.0024827666,long,long,
40,40,ADAG,"Adagene Announces Progress and Expansion of Clinical Collaboration Program for Masked, Anti-CTLA-4 SAFEbody® ADG126 (muzastotug) in Combination with KEYTRUDA® (pembrolizumab) to Demonstrate Further Efficacy in Patients with Metastatic Microsatellite-stable (MSS) Colorectal Cancer (CRC)",https://www.globenewswire.com/news-release/2024/02/09/2826677/0/en/Adagene-Announces-Progress-and-Expansion-of-Clinical-Collaboration-Program-for-Masked-Anti-CTLA-4-SAFEbody-ADG126-muzastotug-in-Combination-with-KEYTRUDA-pembrolizumab-to-Demonstra.html,Product / Services Announcement,2024-02-09 06:00:00,pre_market,3.5,3.4500000477,498.3200073242,498.8399963379,-0.0142857007,0.0010434841,-0.0153291848,short,short,
41,46,ADPT,Adaptive Biotechnologies to Participate in the 2023 RBC Capital Markets Global Healthcare Conference,https://www.globenewswire.com/news-release/2023/05/12/2667757/0/en/Adaptive-Biotechnologies-to-Participate-in-the-2023-RBC-Capital-Markets-Global-Healthcare-Conference.html,Calendar of Events,2023-05-12 08:00:00,pre_market,6.7899999619,6.8099999428,412.1300048828,413.4200134277,0.0029455053,0.003130101,-0.0001845957,short,short,
42,47,ADPT,Adaptive Biotechnologies Announces Translational Collaboration with Takeda to Measure Minimal Residual Disease with Its clonoSEQ® Assay Across Its Hematologic Malignancy Pipeline,https://www.globenewswire.com/news-release/2023/04/12/2645230/0/en/Adaptive-Biotechnologies-Announces-Translational-Collaboration-with-Takeda-to-Measure-Minimal-Residual-Disease-with-Its-clonoSEQ-Assay-Across-Its-Hematologic-Malignancy-Pipeline.html,Partnerships,2023-04-12 07:30:00,pre_market,8.1700000763,8.3699998856,409.7200012207,411.8699951172,0.0244797806,0.0052474712,0.0192323094,long,long,
43,54,ADXN,Addex GABAB Positive Allosteric Modulator Program to Receive Additional CHF2.7 Million from Indivior in Extended Substance Use Disorder Research Collaboration,https://www.globenewswire.com/news-release/2023/08/03/2717597/0/en/Addex-GABAB-Positive-Allosteric-Modulator-Program-to-Receive-Additional-CHF2-7-Million-from-Indivior-in-Extended-Substance-Use-Disorder-Research-Collaboration.html,European Regulatory News,2023-08-03 01:00:00,overnight,,,,,,,,,long,
44,74,ADXN,Addex Increases Issued Share Capital to Create Treasury Shares,https://www.globenewswire.com/news-release/2023/06/15/2688579/0/en/Addex-Increases-Issued-Share-Capital-to-Create-Treasury-Shares.html,European Regulatory News,2023-06-15 01:00:00,no_market,,,,,,,,,long,
45,66,ADXN,Addex’s Dipraglurant Development in Post-Stroke Recovery Supported by Data Published in Brain,https://www.globenewswire.com/news-release/2023/09/04/2736453/0/en/Addex-s-Dipraglurant-Development-in-Post-Stroke-Recovery-Supported-by-Data-Published-in-Brain.html,European Regulatory News,2023-09-04 01:00:00,overnight,,,,,,,,,long,
46,73,ADXN,Addex ADX71149 Epilepsy Phase 2 Study Completes Recruitment of Patients,https://www.globenewswire.com/news-release/2023/11/14/2779698/0/en/Addex-ADX71149-Epilepsy-Phase-2-Study-Completes-Recruitment-of-Patients.html,European Regulatory News,2023-11-14 01:00:00,overnight,,,,,,,,,long,
47,53,ADXN,Addex Receives Nasdaq Notification Regarding Minimum Bid Price Deficiency,https://www.globenewswire.com/news-release/2023/05/18/2671600/0/en/Addex-Receives-Nasdaq-Notification-Regarding-Minimum-Bid-Price-Deficiency.html,European Regulatory News,2023-05-18 01:00:00,overnight,,,,,,,,,long,
48,56,ADXN,Addex Receives Nasdaq Notification Regarding Minimum Bid Price Deficiency,https://www.globenewswire.com/news-release/2023/05/18/2671600/0/en/Addex-Receives-Nasdaq-Notification-Regarding-Minimum-Bid-Price-Deficiency.html,European Regulatory News,2023-05-18 01:00:00,no_market,,,,,,,,,long,
49,72,ADXN,Addex Regains Nasdaq Listing Compliance,https://www.globenewswire.com/news-release/2023/11/08/2775790/0/en/Addex-Regains-Nasdaq-Listing-Compliance.html,European Regulatory News,2023-11-08 01:00:00,no_market,,,,,,,,,long,
50,59,ADXN,Addex Convenes Annual General Meeting 2023,https://www.globenewswire.com/news-release/2023/05/05/2662258/0/en/Addex-Convenes-Annual-General-Meeting-2023.html,European Regulatory News,2023-05-05 01:00:00,no_market,,,,,,,,,short,
51,62,ADXN,Addex Announces ADX71149 Phase 2 Epilepsy Clinical Study’s Independent Interim Review Committee Recommends Continuing Study,https://www.globenewswire.com/news-release/2023/05/10/2665174/0/en/Addex-Announces-ADX71149-Phase-2-Epilepsy-Clinical-Study-s-Independent-Interim-Review-Committee-Recommends-Continuing-Study.html,European Regulatory News,2023-05-10 01:00:00,no_market,,,,,,,,,long,
52,63,ADXN,Addex Reports Full Year 2022 Financial Results and Provides Corporate Update,https://www.globenewswire.com/news-release/2023/03/30/2637303/0/en/Addex-Reports-Full-Year-2022-Financial-Results-and-Provides-Corporate-Update.html,European Regulatory News,2023-03-30 01:00:00,no_market,,,,,,,,,long,
53,64,ADXN,Addex Completes $5.0 Million Equity Financing,https://www.globenewswire.com/news-release/2023/04/05/2641327/0/en/Addex-Completes-5-0-Million-Equity-Financing.html,European Regulatory News,2023-04-05 01:00:00,no_market,,,,,,,,,long,
54,67,ADXN,Addex mGlu2PAM Demonstrates Potential in Substance Use Disorder,https://www.globenewswire.com/news-release/2023/07/24/2709220/0/en/Addex-mGlu2PAM-Demonstrates-Potential-in-Substance-Use-Disorder.html,European Regulatory News,2023-07-24 01:00:00,no_market,,,,,,,,,long,
55,60,ADXN,Addex Announces Participation in the Bio-Europe 2023 Conference,https://www.globenewswire.com/news-release/2023/11/02/2771873/0/en/Addex-Announces-Participation-in-the-Bio-Europe-2023-Conference.html,European Regulatory News,2023-11-02 02:00:00,overnight,,,,,,,,,long,
56,57,ADXN,Addex Shareholders Approve All Resolutions at Annual General Meeting,https://www.globenewswire.com/news-release/2023/06/01/2679938/0/en/Addex-Shareholders-Approve-All-Resolutions-at-Annual-General-Meeting.html,European Regulatory News,2023-06-01 01:00:00,no_market,,,,,,,,,short,
57,68,ADXN,Addex Shareholders Approve All Resolutions at Annual General Meeting,https://www.globenewswire.com/news-release/2023/06/01/2679938/0/en/Addex-Shareholders-Approve-All-Resolutions-at-Annual-General-Meeting.html,European Regulatory News,2023-06-01 01:00:00,overnight,,,,,,,,,short,
58,71,ADXN,Addex Reports Q3 2023 Financial Results and Provides Corporate Update,https://www.globenewswire.com/news-release/2023/11/29/2787467/0/en/Addex-Reports-Q3-2023-Financial-Results-and-Provides-Corporate-Update.html,European Regulatory News,2023-11-29 01:00:00,overnight,,,,,,,,,long,
59,70,ADXN,Addex Reports 2023 Half Year and Second Quarter Financial Results and Provides Corporate Update,https://www.globenewswire.com/news-release/2023/08/10/2722288/0/en/Addex-Reports-2023-Half-Year-and-Second-Quarter-Financial-Results-and-Provides-Corporate-Update.html,European Regulatory News,2023-08-10 01:00:00,overnight,,,,,,,,,long,
60,225,ANAB,AnaptysBio Announces Stock Repurchase Plan,https://www.globenewswire.com/news-release/2023/01/13/2588623/0/en/AnaptysBio-Announces-Stock-Repurchase-Plan.html,Stock Market News,2023-01-13 09:00:00,pre_market,23.0699996948,24.0100002289,396.9599914551,393.6199951172,0.0407455807,-0.0084139369,0.0491595176,long,short,
61,65,ADXN,Addex ADX71149 Phase 2 Epilepsy Study Expected to Readout Data in  Q2 2024,https://www.globenewswire.com/news-release/2023/09/05/2736936/0/en/Addex-ADX71149-Phase-2-Epilepsy-Study-Expected-to-Readout-Data-in-Q2-2024.html,European Regulatory News,2023-09-05 01:00:00,no_market,,,,,,,,,long,
62,85,ADXN,Addex ADX71149 Epilepsy Phase 2 Study Completes Recruitment of Patients,https://www.globenewswire.com/news-release/2023/11/14/2779698/0/en/Addex-ADX71149-Epilepsy-Phase-2-Study-Completes-Recruitment-of-Patients.html,European Regulatory News,2023-11-14 01:00:00,no_market,,,,,,,,,long,
63,97,ADXN,Addex Enters into At-The-Market ADS Offering Agreement with H.C. Wainwright & Co. LLC.,https://www.globenewswire.com/news-release/2024/01/31/2820703/0/en/Addex-Enters-into-At-The-Market-ADS-Offering-Agreement-with-H-C-Wainwright-Co-LLC.html,European Regulatory News,2024-01-31 01:00:00,overnight,,,,,,,,,long,
64,100,AEON,AEON Biopharma Reports Third Quarter 2023 Financial Results,https://www.globenewswire.com/news-release/2023/11/13/2779046/0/en/AEON-Biopharma-Reports-Third-Quarter-2023-Financial-Results.html,Earnings Releases and Operating Results,2023-11-13 08:15:00,pre_market,4.1799998283,4.0,440.6099853516,439.2300109863,-0.0430621617,-0.0031319634,-0.0399301982,short,short,
