ticker	title	link	topic	published_est	market	hour_of_day
"QGEN"	"QIAGEN earns ACT Label for new eco-friendlier QIAwave products and achieves first My Green Lab Platinum certification"	"https://www.globenewswire.com/news-release/2024/02/15/2830368/8690/en/QIAGEN-earns-ACT-Label-for-new-eco-friendlier-QIAwave-products-and-achieves-first-My-Green-Lab-Platinum-certification.html"	"Company Announcement"	"2024-02-15 16:05:00"	"after_hours"	16
"TTOO"	"T2 Biosystems Announces Agreement with CRG for the Conversion of $15 Million of CRG Term Loan into Equity"	"https://www.globenewswire.com/news-release/2024/02/15/2830361/32489/en/T2-Biosystems-Announces-Agreement-with-CRG-for-the-Conversion-of-15-Million-of-CRG-Term-Loan-into-Equity.html"	"financing_agreements"	"2024-02-15 16:04:00"	"after_hours"	16
"TTOO"	"T2 Biosystems Announces Agreement with CRG for the Conversion of $15 Million of CRG Term Loan into Equity"	"https://www.globenewswire.com/news-release/2024/02/15/2830361/32489/en/T2-Biosystems-Announces-Agreement-with-CRG-for-the-Conversion-of-15-Million-of-CRG-Term-Loan-into-Equity.html"	"Financing Agreements"	"2024-02-15 16:04:00"	"after_hours"	16
"SWAV"	"Shockwave Medical Reports Fourth Quarter and Full Year 2023 Financial Results"	"https://www.globenewswire.com/news-release/2024/02/15/2830359/0/en/Shockwave-Medical-Reports-Fourth-Quarter-and-Full-Year-2023-Financial-Results.html"	"earnings_releases_and_operating_results"	"2024-02-15 16:03:00"	"after_hours"	16
"SWAV"	"Shockwave Medical Reports Fourth Quarter and Full Year 2023 Financial Results"	"https://www.globenewswire.com/news-release/2024/02/15/2830359/0/en/Shockwave-Medical-Reports-Fourth-Quarter-and-Full-Year-2023-Financial-Results.html"	"Earnings Releases and Operating Results"	"2024-02-15 16:03:00"	"after_hours"	16
"TTOO"	"T2 Biosystems Announces Commercial Expansion Through Distributors in Europe and Asia"	"https://www.globenewswire.com/news-release/2024/02/15/2830354/32489/en/T2-Biosystems-Announces-Commercial-Expansion-Through-Distributors-in-Europe-and-Asia.html"	"business_contracts"	"2024-02-15 16:02:00"	"after_hours"	16
"TTOO"	"T2 Biosystems Announces Commercial Expansion Through Distributors in Europe and Asia"	"https://www.globenewswire.com/news-release/2024/02/15/2830354/32489/en/T2-Biosystems-Announces-Commercial-Expansion-Through-Distributors-in-Europe-and-Asia.html"	"Business Contracts"	"2024-02-15 16:02:00"	"after_hours"	16
"TSHA"	"Taysha Gene Therapies Provides Update on Deprioritized Pipeline Programs"	"https://www.globenewswire.com/news-release/2024/02/15/2830347/0/en/Taysha-Gene-Therapies-Provides-Update-on-Deprioritized-Pipeline-Programs.html"	"Management statements"	"2024-02-15 16:01:00"	"after_hours"	16
"GLPG"	"Galapagos presenteert op de jaarlijkse EBMT-EHA meeting van 2024"	"https://www.globenewswire.com/news-release/2024/02/15/2830350/0/nl/Galapagos-presenteert-op-de-jaarlijkse-EBMT-EHA-meeting-van-2024.html"	"European Regulatory News"	"2024-02-15 16:01:00"	"after_hours"	16
"GLPG"	"Galapagos presents at EBMT-EHA annual meeting 2024"	"https://www.globenewswire.com/news-release/2024/02/15/2830350/0/en/Galapagos-presents-at-EBMT-EHA-annual-meeting-2024.html"	"european_regulatory_news"	"2024-02-15 16:01:00"	"after_hours"	16
"GLPG"	"Galapagos presenteert op de jaarlijkse EBMT-EHA meeting van 2024"	"https://www.globenewswire.com/news-release/2024/02/15/2830350/0/nl/Galapagos-presenteert-op-de-jaarlijkse-EBMT-EHA-meeting-van-2024.html"	"european_regulatory_news"	"2024-02-15 16:01:00"	"after_hours"	16
"TSHA"	"Taysha Gene Therapies Provides Update on Deprioritized Pipeline Programs"	"https://www.globenewswire.com/news-release/2024/02/15/2830347/0/en/Taysha-Gene-Therapies-Provides-Update-on-Deprioritized-Pipeline-Programs.html"	"management_statements"	"2024-02-15 16:01:00"	"after_hours"	16
"GLPG"	"Galapagos presents at EBMT-EHA annual meeting 2024"	"https://www.globenewswire.com/news-release/2024/02/15/2830350/0/en/Galapagos-presents-at-EBMT-EHA-annual-meeting-2024.html"	"European Regulatory News"	"2024-02-15 16:01:00"	"after_hours"	16
"RENB"	"Cutting Edge AI Company GEDiCube and Cyclomics sign binding LOI to join forces and position themselves at the forefront of the global liquid biopsy marketplace"	"https://www.globenewswire.com/news-release/2024/02/15/2830059/0/en/Cutting-Edge-AI-Company-GEDiCube-and-Cyclomics-sign-binding-LOI-to-join-forces-and-position-themselves-at-the-forefront-of-the-global-liquid-biopsy-marketplace.html"	"Mergers and Acquisitions"	"2024-02-15 09:25:00"	"overnight"	9
"RENB"	"Cutting Edge AI Company GEDiCube and Cyclomics sign binding LOI to join forces and position themselves at the forefront of the global liquid biopsy marketplace"	"https://www.globenewswire.com/news-release/2024/02/15/2830059/0/en/Cutting-Edge-AI-Company-GEDiCube-and-Cyclomics-sign-binding-LOI-to-join-forces-and-position-themselves-at-the-forefront-of-the-global-liquid-biopsy-marketplace.html"	"mergers_and_acquisitions"	"2024-02-15 09:25:00"	"overnight"	9
"PCRX"	"Pacira Announces Publication of Pivotal Study of EXPAREL as a Sciatic Nerve Block in the Popliteal Fossa for Patients After Bunionectomy"	"https://www.globenewswire.com/news-release/2024/02/15/2829981/0/en/Pacira-Announces-Publication-of-Pivotal-Study-of-EXPAREL-as-a-Sciatic-Nerve-Block-in-the-Popliteal-Fossa-for-Patients-After-Bunionectomy.html"	"Clinical Study"	"2024-02-15 08:36:00"	"pre_market"	8
"PCRX"	"Pacira Announces Publication of Pivotal Study of EXPAREL as a Sciatic Nerve Block in the Popliteal Fossa for Patients After Bunionectomy"	"https://www.globenewswire.com/news-release/2024/02/15/2829981/0/en/Pacira-Announces-Publication-of-Pivotal-Study-of-EXPAREL-as-a-Sciatic-Nerve-Block-in-the-Popliteal-Fossa-for-Patients-After-Bunionectomy.html"	"clinical_study"	"2024-02-15 08:36:00"	"pre_market"	8
"CRSP"	"CRISPR Therapeutics to Present at the Citi 2024 Virtual Oncology Leadership Summit"	"https://www.globenewswire.com/news-release/2024/02/15/2829970/0/en/CRISPR-Therapeutics-to-Present-at-the-Citi-2024-Virtual-Oncology-Leadership-Summit.html"	"Calendar of Events"	"2024-02-15 08:30:00"	"pre_market"	8
"GTHX"	"G1 Therapeutics to Release Fourth Quarter and Full Year 2023 Financial Results and Provide Business Update on February 28, 2024"	"https://www.globenewswire.com/news-release/2024/02/15/2829974/0/en/G1-Therapeutics-to-Release-Fourth-Quarter-and-Full-Year-2023-Financial-Results-and-Provide-Business-Update-on-February-28-2024.html"	"Conference Calls/ Webcasts"	"2024-02-15 08:30:00"	"pre_market"	8
"GTHX"	"G1 Therapeutics to Release Fourth Quarter and Full Year 2023 Financial Results and Provide Business Update on February 28, 2024"	"https://www.globenewswire.com/news-release/2024/02/15/2829974/0/en/G1-Therapeutics-to-Release-Fourth-Quarter-and-Full-Year-2023-Financial-Results-and-Provide-Business-Update-on-February-28-2024.html"	"conference_calls__webcasts"	"2024-02-15 08:30:00"	"pre_market"	8
"CRSP"	"CRISPR Therapeutics to Present at the Citi 2024 Virtual Oncology Leadership Summit"	"https://www.globenewswire.com/news-release/2024/02/15/2829970/0/en/CRISPR-Therapeutics-to-Present-at-the-Citi-2024-Virtual-Oncology-Leadership-Summit.html"	"calendar_of_events"	"2024-02-15 08:30:00"	"pre_market"	8
"AMRN"	"Amarin to Report Fourth Quarter and Full Year 2023 Financial Results and Host Conference on February 29, 2024"	"https://www.globenewswire.com/news-release/2024/02/15/2829894/18362/en/Amarin-to-Report-Fourth-Quarter-and-Full-Year-2023-Financial-Results-and-Host-Conference-on-February-29-2024.html"	"conference_calls__webcasts"	"2024-02-15 08:00:00"	"pre_market"	8
"AMRN"	"Amarin to Report Fourth Quarter and Full Year 2023 Financial Results and Host Conference on February 29, 2024"	"https://www.globenewswire.com/news-release/2024/02/15/2829894/18362/en/Amarin-to-Report-Fourth-Quarter-and-Full-Year-2023-Financial-Results-and-Host-Conference-on-February-29-2024.html"	"Conference Calls/ Webcasts"	"2024-02-15 08:00:00"	"pre_market"	8
"NTLA"	"Intellia Therapeutics and ReCode Therapeutics Announce Strategic Collaboration to Develop Novel Gene Editing Therapies for Cystic Fibrosis"	"https://www.globenewswire.com/news-release/2024/02/15/2829852/0/en/Intellia-Therapeutics-and-ReCode-Therapeutics-Announce-Strategic-Collaboration-to-Develop-Novel-Gene-Editing-Therapies-for-Cystic-Fibrosis.html"	"partnerships"	"2024-02-15 07:30:00"	"pre_market"	7
"NTLA"	"Intellia Therapeutics and ReCode Therapeutics Announce Strategic Collaboration to Develop Novel Gene Editing Therapies for Cystic Fibrosis"	"https://www.globenewswire.com/news-release/2024/02/15/2829852/0/en/Intellia-Therapeutics-and-ReCode-Therapeutics-Announce-Strategic-Collaboration-to-Develop-Novel-Gene-Editing-Therapies-for-Cystic-Fibrosis.html"	"Partnerships"	"2024-02-15 07:30:00"	"pre_market"	7
"ALVO"	"Alvotech Announces Expected Global Market Entry Dates for AVT04 Biosimilar to Stelara® (ustekinumab)"	"https://www.globenewswire.com/news-release/2024/02/15/2829779/0/en/Alvotech-Announces-Expected-Global-Market-Entry-Dates-for-AVT04-Biosimilar-to-Stelara-ustekinumab.html"	"Financing Agreements"	"2024-02-15 06:30:00"	"pre_market"	6
"ALVO"	"Alvotech tilkynnir hvenær sala á AVT04, líftæknilyfjahliðstæðu við Stelara, getur hafist á alþjóðlegum mörkuðum"	"https://www.globenewswire.com/news-release/2024/02/15/2829780/0/is/Alvotech-tilkynnir-hven%C3%A6r-sala-%C3%A1-AVT04-l%C3%ADft%C3%A6knilyfjahli%C3%B0st%C3%A6%C3%B0u-vi%C3%B0-Stelara-getur-hafist-%C3%A1-al%C3%BEj%C3%B3%C3%B0legum-m%C3%B6rku%C3%B0um.html"	"European Regulatory News"	"2024-02-15 06:30:00"	"pre_market"	6
"ALVO"	"Alvotech Announces Expected Global Market Entry Dates for AVT04 Biosimilar to Stelara® (ustekinumab)"	"https://www.globenewswire.com/news-release/2024/02/15/2829780/0/en/Alvotech-Announces-Expected-Global-Market-Entry-Dates-for-AVT04-Biosimilar-to-Stelara-ustekinumab.html"	"european_regulatory_news"	"2024-02-15 06:30:00"	"pre_market"	6
"ALVO"	"Alvotech Announces Expected Global Market Entry Dates for AVT04 Biosimilar to Stelara® (ustekinumab)"	"https://www.globenewswire.com/news-release/2024/02/15/2829780/0/en/Alvotech-Announces-Expected-Global-Market-Entry-Dates-for-AVT04-Biosimilar-to-Stelara-ustekinumab.html"	"European Regulatory News"	"2024-02-15 06:30:00"	"pre_market"	6
"ALVO"	"Alvotech tilkynnir hvenær sala á AVT04, líftæknilyfjahliðstæðu við Stelara, getur hafist á alþjóðlegum mörkuðum"	"https://www.globenewswire.com/news-release/2024/02/15/2829780/0/is/Alvotech-tilkynnir-hven%C3%A6r-sala-%C3%A1-AVT04-l%C3%ADft%C3%A6knilyfjahli%C3%B0st%C3%A6%C3%B0u-vi%C3%B0-Stelara-getur-hafist-%C3%A1-al%C3%BEj%C3%B3%C3%B0legum-m%C3%B6rku%C3%B0um.html"	"european_regulatory_news"	"2024-02-15 06:30:00"	"pre_market"	6
"ALVO"	"Alvotech Announces Expected Global Market Entry Dates for AVT04 Biosimilar to Stelara® (ustekinumab)"	"https://www.globenewswire.com/news-release/2024/02/15/2829779/0/en/Alvotech-Announces-Expected-Global-Market-Entry-Dates-for-AVT04-Biosimilar-to-Stelara-ustekinumab.html"	"financing_agreements"	"2024-02-15 06:30:00"	"pre_market"	6
"GMAB"	"Notice to Convene the Annual General Meeting of Genmab A/S"	"https://www.globenewswire.com/news-release/2024/02/15/2829756/0/en/Notice-to-Convene-the-Annual-General-Meeting-of-Genmab-A-S.html"	"European Regulatory News"	"2024-02-15 06:00:00"	"pre_market"	6
"GMAB"	"Notice to Convene the Annual General Meeting of Genmab A/S"	"https://www.globenewswire.com/news-release/2024/02/15/2829756/0/en/Notice-to-Convene-the-Annual-General-Meeting-of-Genmab-A-S.html"	"european_regulatory_news"	"2024-02-15 06:00:00"	"pre_market"	6
"VALN"	"Valneva publie son chiffre d’affaires et sa trésorerie pour l’exercice 2023 et fournit des indications préliminaires pour l’exercice 2024"	"https://www.globenewswire.com/news-release/2024/02/15/2829587/0/fr/Valneva-publie-son-chiffre-d-affaires-et-sa-tr%C3%A9sorerie-pour-l-exercice-2023-et-fournit-des-indications-pr%C3%A9liminaires-pour-l-exercice-2024.html"	"european_regulatory_news"	"2024-02-15 01:00:00"	"overnight"	1
"VALN"	"Valneva Reports Full Year 2023 Revenue and Cash,  Provides First 2024 Guidance"	"https://www.globenewswire.com/news-release/2024/02/15/2829587/0/en/Valneva-Reports-Full-Year-2023-Revenue-and-Cash-Provides-First-2024-Guidance.html"	"european_regulatory_news"	"2024-02-15 01:00:00"	"overnight"	1
"VALN"	"Valneva Reports Full Year 2023 Revenue and Cash,  Provides First 2024 Guidance"	"https://www.globenewswire.com/news-release/2024/02/15/2829587/0/en/Valneva-Reports-Full-Year-2023-Revenue-and-Cash-Provides-First-2024-Guidance.html"	"European Regulatory News"	"2024-02-15 01:00:00"	"overnight"	1
"VALN"	"Valneva publie son chiffre d’affaires et sa trésorerie pour l’exercice 2023 et fournit des indications préliminaires pour l’exercice 2024"	"https://www.globenewswire.com/news-release/2024/02/15/2829587/0/fr/Valneva-publie-son-chiffre-d-affaires-et-sa-tr%C3%A9sorerie-pour-l-exercice-2023-et-fournit-des-indications-pr%C3%A9liminaires-pour-l-exercice-2024.html"	"European Regulatory News"	"2024-02-15 01:00:00"	"overnight"	1
"ORIC"	"ORIC Pharmaceuticals to Participate in the Citi 2024 Virtual Oncology Leadership Summit"	"https://www.globenewswire.com/news-release/2024/02/14/2829482/0/en/ORIC-Pharmaceuticals-to-Participate-in-the-Citi-2024-Virtual-Oncology-Leadership-Summit.html"	"Calendar of Events"	"2024-02-14 16:30:00"	"after_hours"	16
"ORIC"	"ORIC Pharmaceuticals to Participate in the Citi 2024 Virtual Oncology Leadership Summit"	"https://www.globenewswire.com/news-release/2024/02/14/2829482/0/en/ORIC-Pharmaceuticals-to-Participate-in-the-Citi-2024-Virtual-Oncology-Leadership-Summit.html"	"calendar_of_events"	"2024-02-14 16:30:00"	"after_hours"	16
"ADPT"	"Adaptive Biotechnologies Reports Fourth Quarter and Full Year 2023 Financial Results"	"https://www.globenewswire.com/news-release/2024/02/14/2829461/0/en/Adaptive-Biotechnologies-Reports-Fourth-Quarter-and-Full-Year-2023-Financial-Results.html"	"conference_calls__webcasts"	"2024-02-14 16:05:00"	"after_hours"	16
"CELU"	"Celularity’s Tri-layer Decellularized, Dehydrated Human Amniotic Membrane Product Investigated as a Carrier of Induced Pluripotent Stem Cell Derived-Limbal Stem Cells in the Treatment of Severe Ocular Surface Disease"	"https://www.globenewswire.com/news-release/2024/02/14/2829457/0/en/Celularity-s-Tri-layer-Decellularized-Dehydrated-Human-Amniotic-Membrane-Product-Investigated-as-a-Carrier-of-Induced-Pluripotent-Stem-Cell-Derived-Limbal-Stem-Cells-in-the-Treatme.html"	"health"	"2024-02-14 16:05:00"	"after_hours"	16
"CELU"	"Celularity’s Tri-layer Decellularized, Dehydrated Human Amniotic Membrane Product Investigated as a Carrier of Induced Pluripotent Stem Cell Derived-Limbal Stem Cells in the Treatment of Severe Ocular Surface Disease"	"https://www.globenewswire.com/news-release/2024/02/14/2829457/0/en/Celularity-s-Tri-layer-Decellularized-Dehydrated-Human-Amniotic-Membrane-Product-Investigated-as-a-Carrier-of-Induced-Pluripotent-Stem-Cell-Derived-Limbal-Stem-Cells-in-the-Treatme.html"	"Health"	"2024-02-14 16:05:00"	"after_hours"	16
"ADPT"	"Adaptive Biotechnologies Reports Fourth Quarter and Full Year 2023 Financial Results"	"https://www.globenewswire.com/news-release/2024/02/14/2829461/0/en/Adaptive-Biotechnologies-Reports-Fourth-Quarter-and-Full-Year-2023-Financial-Results.html"	"Conference Calls/ Webcasts"	"2024-02-14 16:05:00"	"after_hours"	16
"GMAB"	"Genmab Files Annual Report with the U.S. Securities and Exchange Commission"	"https://www.globenewswire.com/news-release/2024/02/14/2829403/0/en/Genmab-Files-Annual-Report-with-the-U-S-Securities-and-Exchange-Commission.html"	"european_regulatory_news"	"2024-02-14 14:09:00"	"market_open"	14
"GMAB"	"Genmab Files Annual Report with the U.S. Securities and Exchange Commission"	"https://www.globenewswire.com/news-release/2024/02/14/2829403/0/en/Genmab-Files-Annual-Report-with-the-U-S-Securities-and-Exchange-Commission.html"	"European Regulatory News"	"2024-02-14 14:09:00"	"market_open"	14
"GMAB"	"Genmab Announces Initiation of Share Buy-Back Program"	"https://www.globenewswire.com/news-release/2024/02/14/2829305/0/en/Genmab-Announces-Initiation-of-Share-Buy-Back-Program.html"	"European Regulatory News"	"2024-02-14 11:41:00"	"market_open"	11
"GMAB"	"Genmab Announces Initiation of Share Buy-Back Program"	"https://www.globenewswire.com/news-release/2024/02/14/2829305/0/en/Genmab-Announces-Initiation-of-Share-Buy-Back-Program.html"	"european_regulatory_news"	"2024-02-14 11:41:00"	"market_open"	11
"GMAB"	"Genmab Publishes 2023 Annual Report"	"https://www.globenewswire.com/news-release/2024/02/14/2829266/0/en/Genmab-Publishes-2023-Annual-Report.html"	"European Regulatory News"	"2024-02-14 11:02:00"	"market_open"	11
"GMAB"	"Genmab Publishes 2023 Annual Report"	"https://www.globenewswire.com/news-release/2024/02/14/2829266/0/en/Genmab-Publishes-2023-Annual-Report.html"	"european_regulatory_news"	"2024-02-14 11:02:00"	"market_open"	11
"RENB"	"Statement of Renovaro Inc"	"https://www.globenewswire.com/news-release/2024/02/14/2829209/0/en/Statement-of-Renovaro-Inc.html"	"advisory"	"2024-02-14 10:01:00"	"market_open"	10
"RENB"	"Statement of Renovaro Inc"	"https://www.globenewswire.com/news-release/2024/02/14/2829209/0/en/Statement-of-Renovaro-Inc.html"	"Advisory"	"2024-02-14 10:01:00"	"market_open"	10
"YTEN"	"Yield10 Bioscience Grants Global License to VISION Bioenergy Oilseeds for Herbicide Tolerant Camelina Cultivated for the Production of Biofuel Feedstock"	"https://www.globenewswire.com/news-release/2024/02/14/2829136/34378/en/Yield10-Bioscience-Grants-Global-License-to-VISION-Bioenergy-Oilseeds-for-Herbicide-Tolerant-Camelina-Cultivated-for-the-Production-of-Biofuel-Feedstock.html"	"partnerships"	"2024-02-14 09:00:00"	"pre_market"	9
"YTEN"	"Yield10 Bioscience Grants Global License to VISION Bioenergy Oilseeds for Herbicide Tolerant Camelina Cultivated for the Production of Biofuel Feedstock"	"https://www.globenewswire.com/news-release/2024/02/14/2829136/34378/en/Yield10-Bioscience-Grants-Global-License-to-VISION-Bioenergy-Oilseeds-for-Herbicide-Tolerant-Camelina-Cultivated-for-the-Production-of-Biofuel-Feedstock.html"	"Partnerships"	"2024-02-14 09:00:00"	"pre_market"	9
"KA"	"Kineta to Present at Upcoming Investor Conferences"	"https://www.globenewswire.com/news-release/2024/02/14/2829081/0/en/Kineta-to-Present-at-Upcoming-Investor-Conferences.html"	"Calendar of Events"	"2024-02-14 08:30:00"	"pre_market"	8
"KA"	"Kineta to Present at Upcoming Investor Conferences"	"https://www.globenewswire.com/news-release/2024/02/14/2829081/0/en/Kineta-to-Present-at-Upcoming-Investor-Conferences.html"	"calendar_of_events"	"2024-02-14 08:30:00"	"pre_market"	8
